classified_text,tweet_text,sentence_score,nilai_sentiment,sentiment_label,text_clean
hti hti bicara hukum [Negative (3.0)] ham tumpul [Negative (3.0)] keats tpi tajam [Negative (2.0)] bawah cth hukum [Negative (3.0)] bentuk [Positive (4.0)] uu ampas [Negative (3.0)] aset koruptor [Negative (5.0)] dimna perintah dorong tpi parlemen [Negative (3.0)] didpn mahfud rapat [Negative (3.0)] dengar [Positive (2.0)] pendpt dpn komisi [Positive (3.0)] cth ham presiden didpn lindung [Positive (4.0)] bebas [Negative (4.0)] agama [Negative (4.0)] ibadah [Positive (4.0)] tpi lapang [Positive (3.0)] sec lgs aparat [Negative (3.0)] perintah aparat [Negative (3.0)] aman mayoritas bkn tegak hukum [Negative (3.0)] tpi ikut [Negative (3.0)] tolak [Negative (5.0)] bhlan tragis lgi ijin sulit bkn perintah tingkat [Positive (1.0)] pusat [Positive (4.0)] sumber level lapang [Positive (3.0)] masalah [Negative (4.0)] byk jk buka [Negative (3.0)] termsk aktif [Negative (3.0)] hilang [Negative (5.0)] spi plg, hti hti bicara hukum ham tumpul keats tpi tajam bawah cth hukum bentuk uu ampas aset koruptor dimna perintah dorong tpi parlemen didpn mahfud rapat dengar pendpt dpn komisi cth ham presiden didpn lindung bebas agama ibadah tpi lapang sec lgs aparat perintah aparat aman mayoritas bkn tegak hukum tpi ikut tolak bhlan tragis lgi ijin sulit bkn perintah tingkat pusat sumber level lapang masalah byk jk buka termsk aktif hilang spi plg,['hti hti bicara hukum [Negative (3.0)] ham tumpul [Negative (3.0)] keats tpi tajam [Negative (2.0)] bawah cth hukum [Negative (3.0)] bentuk [Positive (4.0)] uu ampas [Negative (3.0)] aset koruptor [Negative (5.0)] dimna perintah dorong tpi parlemen [Negative (3.0)] didpn mahfud rapat [Negative (3.0)] dengar [Positive (2.0)] pendpt dpn komisi [Positive (3.0)] cth ham presiden didpn lindung [Positive (4.0)] bebas [Negative (4.0)] agama [Negative (4.0)] ibadah [Positive (4.0)] tpi lapang [Positive (3.0)] sec lgs aparat [Negative (3.0)] perintah aparat [Negative (3.0)] aman mayoritas bkn tegak hukum [Negative (3.0)] tpi ikut [Negative (3.0)] tolak [Negative (5.0)] bhlan tragis lgi ijin sulit bkn perintah tingkat [Positive (1.0)] pusat [Positive (4.0)] sumber level lapang [Positive (3.0)] masalah [Negative (4.0)] byk jk buka [Negative (3.0)] termsk aktif [Negative (3.0)] hilang [Negative (5.0)] spi plg'],-5.0,Negative,hti hti bicara hukum ham tumpul keats tpi tajam bawah cth hukum bentuk uu ampas aset koruptor dimna perintah dorong tpi parlemen didpn mahfud rapat dengar pendpt dpn komisi cth ham presiden didpn lindung bebas agama ibadah tpi lapang sec lgs aparat perintah aparat aman mayoritas bkn tegak hukum tpi ikut tolak bhlan tragis lgi ijin sulit bkn perintah tingkat pusat sumber level lapang masalah byk jk buka termsk aktif hilang spi plg
ganjar [Negative (3.0)] udah speak up fakta [Negative (3.0)] lapang [Positive (3.0)], ganjar udah speak up fakta lapang,['ganjar [Negative (3.0)] udah speak up fakta [Negative (3.0)] lapang [Positive (3.0)]'],0.0,Neutral,ganjar udah speak up fakta lapang
ganjar [Negative (3.0)] is the best, ganjar is the best,['ganjar [Negative (3.0)] is the best'],-3.0,Negative,ganjar is the best
makasih [Positive (4.0)] ya [Positive (5.0)] pakk udah suara [Negative (1.0)] gelisah [Negative (6.0)] rakyat ini emang benerr tangan [Positive (1.0)] ham ini banget [Positive (1.0)] negeri, makasih ya pakk udah suara gelisah rakyat ini emang benerr tangan ham ini banget negeri,['makasih [Positive (4.0)] ya [Positive (5.0)] pakk udah suara [Negative (1.0)] gelisah [Negative (6.0)] rakyat ini emang benerr tangan [Positive (1.0)] ham ini banget [Positive (1.0)] negeri'],-5.0,Negative,makasih ya pakk udah suara gelisah rakyat ini emang benerr tangan ham ini banget negeri
untung [Negative (1.0)] aja [Positive (1.0)] prof mahfud ngga aja [Positive (1.0)] jeblok [Negative (5.0)] tuh hukum [Negative (3.0)] sambo ngga ungkap [Negative (3.0)] dikemenkeu uap aset blbi ngga tarik [Positive (2.0)] aja [Positive (1.0)] minta [Negative (3.0)] periode hasil [Positive (3.0)], untung aja prof mahfud ngga aja jeblok tuh hukum sambo ngga ungkap dikemenkeu uap aset blbi ngga tarik aja minta periode hasil,['untung [Negative (1.0)] aja [Positive (1.0)] prof mahfud ngga aja [Positive (1.0)] jeblok [Negative (5.0)] tuh hukum [Negative (3.0)] sambo ngga ungkap [Negative (3.0)] dikemenkeu uap aset blbi ngga tarik [Positive (2.0)] aja [Positive (1.0)] minta [Negative (3.0)] periode hasil [Positive (3.0)]'],0.0,Neutral,untung aja prof mahfud ngga aja jeblok tuh hukum sambo ngga ungkap dikemenkeu uap aset blbi ngga tarik aja minta periode hasil
setujuu era jokowi tegak hukum [Negative (3.0)] ham turun [Negative (4.0)] sekali, setujuu era jokowi tegak hukum ham turun sekali,['setujuu era jokowi tegak hukum [Negative (3.0)] ham turun [Negative (4.0)] sekali'],-4.0,Negative,setujuu era jokowi tegak hukum ham turun sekali
pranowo nilai [Positive (5.0)] kasih [Negative (1.0)] nilai [Positive (5.0)], pranowo nilai kasih nilai,['pranowo nilai [Positive (5.0)] kasih [Negative (1.0)] nilai [Positive (5.0)]'],5.0,Positive,pranowo nilai kasih nilai
ganjar [Negative (3.0)] pranowo pilih [Negative (2.0)], ganjar pranowo pilih,['ganjar [Negative (3.0)] pranowo pilih [Negative (2.0)]'],-2.0,Negative,ganjar pranowo pilih
ganjar [Negative (3.0)] berani banget [Positive (1.0)] orang, ganjar berani banget orang,['ganjar [Negative (3.0)] berani banget [Positive (1.0)] orang'],-3.0,Negative,ganjar berani banget orang
keren si gp speak up benar [Negative (4.0)] wakil suara [Negative (1.0)] rakyat kayak [Negative (3.0)] gin butuh [Negative (5.0)], keren si gp speak up benar wakil suara rakyat kayak gin butuh,['keren si gp speak up benar [Negative (4.0)] wakil suara [Negative (1.0)] rakyat kayak [Negative (3.0)] gin butuh [Negative (5.0)]'],-5.0,Negative,keren si gp speak up benar wakil suara rakyat kayak gin butuh
ham tang ganjar [Negative (3.0)] beres kayak [Negative (3.0)] belah [Negative (6.0)] bertaon taon beres, ham tang ganjar beres kayak belah bertaon taon beres,['ham tang ganjar [Negative (3.0)] beres kayak [Negative (3.0)] belah [Negative (6.0)] bertaon taon beres'],-5.0,Negative,ham tang ganjar beres kayak belah bertaon taon beres
udah pimpin hebat tuh ganjar [Negative (3.0)], udah pimpin hebat tuh ganjar,['udah pimpin hebat tuh ganjar [Negative (3.0)]'],-3.0,Negative,udah pimpin hebat tuh ganjar
sosok gp butuh [Negative (5.0)] berani suara [Negative (1.0)] tegak hukum [Negative (3.0)] ham jeblok [Negative (5.0)] suwun wakil rakyat, sosok gp butuh berani suara tegak hukum ham jeblok suwun wakil rakyat,['sosok gp butuh [Negative (5.0)] berani suara [Negative (1.0)] tegak hukum [Negative (3.0)] ham jeblok [Negative (5.0)] suwun wakil rakyat'],-5.0,Negative,sosok gp butuh berani suara tegak hukum ham jeblok suwun wakil rakyat
rakyat pintar pilih [Negative (2.0)] pilih [Negative (2.0)] ganjar [Negative (4.0)] mahfud, rakyat pintar pilih pilih ganjar mahfud,['rakyat pintar pilih [Negative (2.0)] pilih [Negative (2.0)] ganjar [Negative (4.0)] mahfud'],-4.0,Negative,rakyat pintar pilih pilih ganjar mahfud
ganjar [Negative (3.0)] mafud hati [Negative (2.0)], ganjar mafud hati,['ganjar [Negative (3.0)] mafud hati [Negative (2.0)]'],-2.0,Negative,ganjar mafud hati
ganjar [Negative (3.0)] mafud emang baik [Negative (1.0)], ganjar mafud emang baik,['ganjar [Negative (3.0)] mafud emang baik [Negative (1.0)]'],0.0,Neutral,ganjar mafud emang baik
gama bagus [Negative (4.0)] pasang [Positive (4.0)] pas [Positive (4.0)] intny gama udah, gama bagus pasang pas intny gama udah,['gama bagus [Negative (4.0)] pasang [Positive (4.0)] pas [Positive (4.0)] intny gama udah'],0.0,Neutral,gama bagus pasang pas intny gama udah
tega [Negative (5.0)] benar [Negative (5.0)] bos [Positive (3.0)] setia [Negative (4.0)] dukung [Positive (4.0)] mu, tega benar bos setia dukung mu,['tega [Negative (5.0)] benar [Negative (5.0)] bos [Positive (3.0)] setia [Negative (4.0)] dukung [Positive (4.0)] mu'],0.0,Neutral,tega benar bos setia dukung mu
sombong [Negative (3.0)] luh, sombong luh,['sombong [Negative (3.0)] luh'],-3.0,Negative,sombong luh
hantam [Negative (5.0)], hantam,['hantam [Negative (5.0)]'],-5.0,Negative,hantam
kayak [Negative (3.0)] nya sii anj kaca udah, kayak nya sii anj kaca udah,['kayak [Negative (3.0)] nya sii anj kaca udah'],-3.0,Negative,kayak nya sii anj kaca udah
baju [Positive (2.0)] hitam [Negative (4.0)] putih [Negative (5.0)] hasil [Positive (3.0)] desain [Positive (5.0)] jokowi pakai ya [Positive (4.0)] bang, baju hitam putih hasil desain jokowi pakai ya bang,['baju [Positive (2.0)] hitam [Negative (4.0)] putih [Negative (5.0)] hasil [Positive (3.0)] desain [Positive (5.0)] jokowi pakai ya [Positive (4.0)] bang'],-5.0,Negative,baju hitam putih hasil desain jokowi pakai ya bang
kelici cium [Negative (3.0)] masuk [Negative (4.0)] banteng [Negative (4.0)] banteng [Negative (4.0)] citra [Positive (2.0)] aman, kelici cium masuk banteng banteng citra aman,['kelici cium [Negative (3.0)] masuk [Negative (4.0)] banteng [Negative (4.0)] banteng [Negative (4.0)] citra [Positive (2.0)] aman'],-4.0,Negative,kelici cium masuk banteng banteng citra aman
mmd jebl, mmd jebl,['mmd jebl'],0.0,Neutral,mmd jebl
dukung [Positive (4.0)] elus dada minum [Negative (3.0)] es kelapa muda [Negative (2.0)] saksi [Positive (1.0)] drama [Negative (4.0)] kubu mega vs joko, dukung elus dada minum es kelapa muda saksi drama kubu mega vs joko,['dukung [Positive (4.0)] elus dada minum [Negative (3.0)] es kelapa muda [Negative (2.0)] saksi [Positive (1.0)] drama [Negative (4.0)] kubu mega vs joko'],-4.0,Negative,dukung elus dada minum es kelapa muda saksi drama kubu mega vs joko
ganjar [Negative (3.0)] lupa [Negative (4.0)] cawapresnya mahfud menkopolhukam jokowi ganjar [Negative (3.0)] salah [Negative (5.0)] ngomong lupa [Negative (3.0)] siih, ganjar lupa cawapresnya mahfud menkopolhukam jokowi ganjar salah ngomong lupa siih,['ganjar [Negative (3.0)] lupa [Negative (4.0)] cawapresnya mahfud menkopolhukam jokowi ganjar [Negative (3.0)] salah [Negative (5.0)] ngomong lupa [Negative (3.0)] siih'],-3.0,Negative,ganjar lupa cawapresnya mahfud menkopolhukam jokowi ganjar salah ngomong lupa siih
cawapres nya mas, cawapres nya mas,['cawapres nya mas'],0.0,Neutral,cawapres nya mas
menkopolhukam nya cawapresnya, menkopolhukam nya cawapresnya,['menkopolhukam nya cawapresnya'],0.0,Neutral,menkopolhukam nya cawapresnya
nyindir cawapresnya, nyindir cawapresnya,['nyindir cawapresnya'],0.0,Neutral,nyindir cawapresnya
ya [Positive (4.0)] kalah [Negative (4.0)] wajar [Negative (6.0)] salam, ya kalah wajar salam,['ya [Positive (4.0)] kalah [Negative (4.0)] wajar [Negative (6.0)] salam'],-5.0,Negative,ya kalah wajar salam
menkonyaa manut nggak [Positive (1.0)] jeblok [Negative (5.0)], menkonyaa manut nggak jeblok,['menkonyaa manut nggak [Positive (1.0)] jeblok [Negative (5.0)]'],-5.0,Negative,menkonyaa manut nggak jeblok
cawapres mu tri polhukam, cawapres mu tri polhukam,['cawapres mu tri polhukam'],0.0,Neutral,cawapres mu tri polhukam
kadang [Positive (3.0)] suka [Negative (1.0)] heran [Negative (4.0)] bangga [Positive (3.0)] kritik [Negative (5.0)] mudah [Negative (1.0)] mudah [Negative (1.0)] nkri pimpin busa bawa [Negative (3.0)] ubah amin [Negative (3.0)], kadang suka heran bangga kritik mudah mudah nkri pimpin busa bawa ubah amin,['kadang [Positive (3.0)] suka [Negative (1.0)] heran [Negative (4.0)] bangga [Positive (3.0)] kritik [Negative (5.0)] mudah [Negative (1.0)] mudah [Negative (1.0)] nkri pimpin busa bawa [Negative (3.0)] ubah amin [Negative (3.0)]'],0.0,Neutral,kadang suka heran bangga kritik mudah mudah nkri pimpin busa bawa ubah amin
ganjar [Negative (3.0)] menkopolhukam nya prof loh, ganjar menkopolhukam nya prof loh,['ganjar [Negative (3.0)] menkopolhukam nya prof loh'],-3.0,Negative,ganjar menkopolhukam nya prof loh
wkwkwkwk, wkwkwkwk,['wkwkwkwk'],0.0,Neutral,wkwkwkwk
situ heheheh lotolol, situ heheheh lotolol,['situ heheheh lotolol'],0.0,Neutral,situ heheheh lotolol
jujur [Negative (1.0)] amin [Negative (4.0)] menang [Negative (6.0)] menang [Negative (6.0)] no, jujur amin menang menang no,['jujur [Negative (1.0)] amin [Negative (4.0)] menang [Negative (6.0)] menang [Negative (6.0)] no'],-5.0,Negative,jujur amin menang menang no
menkopolhukam be like lohlohlohh bahaya [Negative (5.0)] titip absen [Negative (3.0)], menkopolhukam be like lohlohlohh bahaya titip absen,['menkopolhukam be like lohlohlohh bahaya [Negative (5.0)] titip absen [Negative (3.0)]'],-3.0,Negative,menkopolhukam be like lohlohlohh bahaya titip absen
loh loh loh wapresnya, loh loh loh wapresnya,['loh loh loh wapresnya'],0.0,Neutral,loh loh loh wapresnya
bacot [Negative (4.0)], bacot,['bacot [Negative (4.0)]'],-4.0,Negative,bacot
ngerasain [Negative (2.0)] terkahir hukum [Negative (3.0)] ham, ngerasain terkahir hukum ham,['ngerasain [Negative (2.0)] terkahir hukum [Negative (3.0)] ham'],-3.0,Negative,ngerasain terkahir hukum ham
salut berani utara dapat [Negative (2.0)] nilai [Positive (5.0)] plus [Positive (2.0)] si, salut berani utara dapat nilai plus si,['salut berani utara dapat [Negative (2.0)] nilai [Positive (5.0)] plus [Positive (2.0)] si'],0.0,Neutral,salut berani utara dapat nilai plus si
tegak hukum [Negative (3.0)] ma mk kaya [Negative (2.0)] polisi dll ikat [Negative (5.0)] legitimasi langsung [Positive (3.0)] menkopolhukam sifat ketang panjang [Positive (2.0)] presiden koordinasi [Positive (1.0)] dakwa [Positive (4.0)] produk [Positive (4.0)] hukum [Negative (3.0)], tegak hukum ma mk kaya polisi dll ikat legitimasi langsung menkopolhukam sifat ketang panjang presiden koordinasi dakwa produk hukum,['tegak hukum [Negative (3.0)] ma mk kaya [Negative (2.0)] polisi dll ikat [Negative (5.0)] legitimasi langsung [Positive (3.0)] menkopolhukam sifat ketang panjang [Positive (2.0)] presiden koordinasi [Positive (1.0)] dakwa [Positive (4.0)] produk [Positive (4.0)] hukum [Negative (3.0)]'],4.0,Positive,tegak hukum ma mk kaya polisi dll ikat legitimasi langsung menkopolhukam sifat ketang panjang presiden koordinasi dakwa produk hukum
jilat [Negative (3.0)], jilat,['jilat [Negative (3.0)]'],-3.0,Negative,jilat
lha menkopolhukam nya aje wakil bener [Negative (1.0)] bener [Negative (1.0)] njar mendowngrade kualitas [Positive (4.0)] wakil sndri, lha menkopolhukam nya aje wakil bener bener njar mendowngrade kualitas wakil sndri,['lha menkopolhukam nya aje wakil bener [Negative (1.0)] bener [Negative (1.0)] njar mendowngrade kualitas [Positive (4.0)] wakil sndri'],4.0,Positive,lha menkopolhukam nya aje wakil bener bener njar mendowngrade kualitas wakil sndri
lahh dalah menkopolhukam sapa kritis [Negative (5.0)] goblok [Negative (6.0)] calon wakil brti yo jeblok [Negative (5.0)], lahh dalah menkopolhukam sapa kritis goblok calon wakil brti yo jeblok,['lahh dalah menkopolhukam sapa kritis [Negative (5.0)] goblok [Negative (6.0)] calon wakil brti yo jeblok [Negative (5.0)]'],-5.0,Negative,lahh dalah menkopolhukam sapa kritis goblok calon wakil brti yo jeblok
due isin ngomong ngono perintah dalam [Positive (3.0)] genggam pdip pdip jelek [Negative (5.0)] gitu tuju [Negative (4.0)], due isin ngomong ngono perintah dalam genggam pdip pdip jelek gitu tuju,['due isin ngomong ngono perintah dalam [Positive (3.0)] genggam pdip pdip jelek [Negative (5.0)] gitu tuju [Negative (4.0)]'],-4.0,Negative,due isin ngomong ngono perintah dalam genggam pdip pdip jelek gitu tuju
huus mbok yo colek belah [Negative (5.0)] menkopolhukam bestie sampean [Negative (4.0)] to, huus mbok yo colek belah menkopolhukam bestie sampean to,['huus mbok yo colek belah [Negative (5.0)] menkopolhukam bestie sampean [Negative (4.0)] to'],-4.0,Negative,huus mbok yo colek belah menkopolhukam bestie sampean to
wakil mas jabat [Negative (3.0)] nya, wakil mas jabat nya,['wakil mas jabat [Negative (3.0)] nya'],-3.0,Negative,wakil mas jabat nya
kasi [Negative (3.0)] kerja [Positive (2.0)] cawapresnya kasih [Negative (1.0)] nilai [Positive (5.0)], kasi kerja cawapresnya kasih nilai,['kasi [Negative (3.0)] kerja [Positive (2.0)] cawapresnya kasih [Negative (1.0)] nilai [Positive (5.0)]'],5.0,Positive,kasi kerja cawapresnya kasih nilai
konyol [Negative (3.0)] goblok [Negative (6.0)] wakil, konyol goblok wakil,['konyol [Negative (3.0)] goblok [Negative (6.0)] wakil'],-5.0,Negative,konyol goblok wakil
kasi [Negative (3.0)] menkopolhukam, kasi menkopolhukam,['kasi [Negative (3.0)] menkopolhukam'],-3.0,Negative,kasi menkopolhukam
tugas [Negative (1.0)] partai jabat [Negative (3.0)] bambang pacul [Negative (4.0)] ya [Positive (4.0)] negri ancur sih noda [Negative (4.0)] erak, tugas partai jabat bambang pacul ya negri ancur sih noda erak,['tugas [Negative (1.0)] partai jabat [Negative (3.0)] bambang pacul [Negative (4.0)] ya [Positive (4.0)] negri ancur sih noda [Negative (4.0)] erak'],0.0,Neutral,tugas partai jabat bambang pacul ya negri ancur sih noda erak
anies ganjar [Negative (3.0)] bawa [Negative (4.0)] program ham belah [Negative (5.0)] laku culi aktivis sok bawa [Positive (3.0)] ham wkwkwkwk, anies ganjar bawa program ham belah laku culi aktivis sok bawa ham wkwkwkwk,['anies ganjar [Negative (3.0)] bawa [Negative (4.0)] program ham belah [Negative (5.0)] laku culi aktivis sok bawa [Positive (3.0)] ham wkwkwkwk'],-5.0,Negative,anies ganjar bawa program ham belah laku culi aktivis sok bawa ham wkwkwkwk
wuuz ra eleng nek melu mbalang kaos [Negative (4.0)], wuuz ra eleng nek melu mbalang kaos,['wuuz ra eleng nek melu mbalang kaos [Negative (4.0)]'],-4.0,Negative,wuuz ra eleng nek melu mbalang kaos
sanjung [Positive (2.0)] hujat [Negative (5.0)], sanjung hujat,['sanjung [Positive (2.0)] hujat [Negative (5.0)]'],-5.0,Negative,sanjung hujat
serius [Negative (5.0)] prestasi, serius prestasi,['serius [Negative (5.0)] prestasi'],-5.0,Negative,serius prestasi
kolam [Negative (3.0)] banteng [Negative (4.0)] prestasi nya blass drama [Negative (4.0)] kotor [Negative (6.0)] ujung [Negative (4.0)] bener [Negative (1.0)] salah [Negative (5.0)] pilih [Negative (2.0)] pilih [Negative (2.0)] insyaa allah [Positive (5.0)] baik [Negative (1.0)] no amin [Negative (3.0)] menang [Negative (6.0)], kolam banteng prestasi nya blass drama kotor ujung bener salah pilih pilih insyaa allah baik no amin menang,['kolam [Negative (3.0)] banteng [Negative (4.0)] prestasi nya blass drama [Negative (4.0)] kotor [Negative (6.0)] ujung [Negative (4.0)] bener [Negative (1.0)] salah [Negative (5.0)] pilih [Negative (2.0)] pilih [Negative (2.0)] insyaa allah [Positive (5.0)] baik [Negative (1.0)] no amin [Negative (3.0)] menang [Negative (6.0)]'],0.0,Neutral,kolam banteng prestasi nya blass drama kotor ujung bener salah pilih pilih insyaa allah baik no amin menang
koe kritik [Negative (5.0)] pa [Negative (6.0)] mana pa [Negative (5.0)], koe kritik pa mana pa,['koe kritik [Negative (5.0)] pa [Negative (6.0)] mana pa [Negative (5.0)]'],-5.0,Negative,koe kritik pa mana pa
teriak [Negative (2.0)], teriak,['teriak [Negative (2.0)]'],-2.0,Negative,teriak
njar pranowo brrti blng cawapres becus [Negative (4.0)] kerja [Positive (2.0)] ngasih [Negative (2.0)] point yaa begimana iki njar njar, njar pranowo brrti blng cawapres becus kerja ngasih point yaa begimana iki njar njar,['njar pranowo brrti blng cawapres becus [Negative (4.0)] kerja [Positive (2.0)] ngasih [Negative (2.0)] point yaa begimana iki njar njar'],0.0,Neutral,njar pranowo brrti blng cawapres becus kerja ngasih point yaa begimana iki njar njar
moga [Positive (1.0)] aja [Positive (1.0)] reformasi depan kayak [Negative (3.0)] gin ya [Positive (4.0)], moga aja reformasi depan kayak gin ya,['moga [Positive (1.0)] aja [Positive (1.0)] reformasi depan kayak [Negative (3.0)] gin ya [Positive (4.0)]'],4.0,Positive,moga aja reformasi depan kayak gin ya
ganjar [Negative (3.0)] calon presiden pikir [Negative (2.0)] kolot [Negative (6.0)] takabur, ganjar calon presiden pikir kolot takabur,['ganjar [Negative (3.0)] calon presiden pikir [Negative (2.0)] kolot [Negative (6.0)] takabur'],-5.0,Negative,ganjar calon presiden pikir kolot takabur
golput tetep baik [Negative (1.0)], golput tetep baik,['golput tetep baik [Negative (1.0)]'],0.0,Neutral,golput tetep baik
nilai [Positive (5.0)] kabinet [Negative (3.0)] jokowi menkopolhukam nya mahfud brrti wakil ganjar [Negative (3.0)] gagal [Negative (5.0)] tega [Negative (6.0)] hukum [Negative (4.0)] jadiin wakil, nilai kabinet jokowi menkopolhukam nya mahfud brrti wakil ganjar gagal tega hukum jadiin wakil,['nilai [Positive (5.0)] kabinet [Negative (3.0)] jokowi menkopolhukam nya mahfud brrti wakil ganjar [Negative (3.0)] gagal [Negative (5.0)] tega [Negative (6.0)] hukum [Negative (4.0)] jadiin wakil'],5.0,Positive,nilai kabinet jokowi menkopolhukam nya mahfud brrti wakil ganjar gagal tega hukum jadiin wakil
komen bagus [Negative (4.0)] akun fake ya [Positive (4.0)] wkwkwkwk, komen bagus akun fake ya wkwkwkwk,['komen bagus [Negative (4.0)] akun fake ya [Positive (4.0)] wkwkwkwk'],0.0,Neutral,komen bagus akun fake ya wkwkwkwk
cawapresnya menko polhukam, cawapresnya menko polhukam,['cawapresnya menko polhukam'],0.0,Neutral,cawapresnya menko polhukam
blunder, blunder,['blunder'],0.0,Neutral,blunder
gmn ktp yaa, gmn ktp yaa,['gmn ktp yaa'],0.0,Neutral,gmn ktp yaa
ganjar [Negative (3.0)] kritik [Negative (6.0)] menkopolhukam, ganjar kritik menkopolhukam,['ganjar [Negative (3.0)] kritik [Negative (6.0)] menkopolhukam'],-5.0,Negative,ganjar kritik menkopolhukam
tega [Negative (5.0)] hukum [Negative (4.0)] sih ganjar [Negative (3.0)] mahfud, tega hukum sih ganjar mahfud,['tega [Negative (5.0)] hukum [Negative (4.0)] sih ganjar [Negative (3.0)] mahfud'],-3.0,Negative,tega hukum sih ganjar mahfud
jeruk makan [Negative (1.0)] jeruk, jeruk makan jeruk,['jeruk makan [Negative (1.0)] jeruk'],0.0,Neutral,jeruk makan jeruk
sindir [Negative (3.0)] wakil, sindir wakil,['sindir [Negative (3.0)] wakil'],-3.0,Negative,sindir wakil
lucu [Negative (2.0)], lucu,['lucu [Negative (2.0)]'],-2.0,Negative,lucu
partai dukung [Positive (4.0)] bijak [Negative (4.0)] president slm, partai dukung bijak president slm,['partai dukung [Positive (4.0)] bijak [Negative (4.0)] president slm'],0.0,Neutral,partai dukung bijak president slm
kawan sejati [Positive (3.0)] musuh [Negative (4.0)] abadi [Positive (4.0)] politik [Negative (1.0)] berani pasang [Positive (4.0)] badan [Negative (3.0)] berangan [Negative (4.0)] serang [Negative (5.0)], kawan sejati musuh abadi politik berani pasang badan berangan serang,['kawan sejati [Positive (3.0)] musuh [Negative (4.0)] abadi [Positive (4.0)] politik [Negative (1.0)] berani pasang [Positive (4.0)] badan [Negative (3.0)] berangan [Negative (4.0)] serang [Negative (5.0)]'],-5.0,Negative,kawan sejati musuh abadi politik berani pasang badan berangan serang
ko lucu [Negative (2.0)] ya [Positive (4.0)], ko lucu ya,['ko lucu [Negative (2.0)] ya [Positive (4.0)]'],4.0,Positive,ko lucu ya
tuju [Negative (4.0)] ganjar [Negative (4.0)] utara, tuju ganjar utara,['tuju [Negative (4.0)] ganjar [Negative (4.0)] utara'],-4.0,Negative,tuju ganjar utara
rambut putih [Negative (4.0)] kampanye [Positive (3.0)] hitam [Negative (4.0)], rambut putih kampanye hitam,['rambut putih [Negative (4.0)] kampanye [Positive (3.0)] hitam [Negative (4.0)]'],-4.0,Negative,rambut putih kampanye hitam
lh menkopulhukam nya, lh menkopulhukam nya,['lh menkopulhukam nya'],0.0,Neutral,lh menkopulhukam nya
liat [Negative (1.0)] asli [Positive (2.0)] nya si ganjar [Negative (3.0)] all in prabowo, liat asli nya si ganjar all in prabowo,['liat [Negative (1.0)] asli [Positive (2.0)] nya si ganjar [Negative (3.0)] all in prabowo'],-3.0,Negative,liat asli nya si ganjar all in prabowo
emang kritik [Negative (5.0)] pdhl menkopolhukamnya wakil, emang kritik pdhl menkopolhukamnya wakil,['emang kritik [Negative (5.0)] pdhl menkopolhukamnya wakil'],-5.0,Negative,emang kritik pdhl menkopolhukamnya wakil
nya rezim partai usung kuasa [Positive (3.0)] orang partai banyak [Negative (3.0)] sandung [Negative (6.0)] hukum [Negative (4.0)], nya rezim partai usung kuasa orang partai banyak sandung hukum,['nya rezim partai usung kuasa [Positive (3.0)] orang partai banyak [Negative (3.0)] sandung [Negative (6.0)] hukum [Negative (4.0)]'],-4.0,Negative,nya rezim partai usung kuasa orang partai banyak sandung hukum
tuju [Negative (4.0)] gp rapor merah [Negative (3.0)] poin [Positive (2.0)], tuju gp rapor merah poin,['tuju [Negative (4.0)] gp rapor merah [Negative (3.0)] poin [Positive (2.0)]'],-3.0,Negative,tuju gp rapor merah poin
blunder jateng brebes all in prabowo, blunder jateng brebes all in prabowo,['blunder jateng brebes all in prabowo'],0.0,Neutral,blunder jateng brebes all in prabowo
kasus parah [Negative (5.0)] si kasih [Negative (1.0)] rapor merah [Negative (3.0)], kasus parah si kasih rapor merah,['kasus parah [Negative (5.0)] si kasih [Negative (1.0)] rapor merah [Negative (3.0)]'],-3.0,Negative,kasus parah si kasih rapor merah
sesuai [Positive (3.0)] si nilai [Positive (5.0)] kasus, sesuai si nilai kasus,['sesuai [Positive (3.0)] si nilai [Positive (5.0)] kasus'],5.0,Positive,sesuai si nilai kasus
jeblok [Negative (5.0)] orang dukung [Positive (4.0)] langgar ham gimana sih logika, jeblok orang dukung langgar ham gimana sih logika,['jeblok [Negative (5.0)] orang dukung [Positive (4.0)] langgar ham gimana sih logika'],-5.0,Negative,jeblok orang dukung langgar ham gimana sih logika
pranowo coba [Negative (1.0)] langsung [Positive (3.0)] wakil nya, pranowo coba langsung wakil nya,['pranowo coba [Negative (1.0)] langsung [Positive (3.0)] wakil nya'],3.0,Positive,pranowo coba langsung wakil nya
roasting wakil menkopolhukam kk, roasting wakil menkopolhukam kk,['roasting wakil menkopolhukam kk'],0.0,Neutral,roasting wakil menkopolhukam kk
hahaha udah sensi [Negative (4.0)] lauu broo mana aja [Positive (1.0)] ente sahabat [Negative (4.0)], hahaha udah sensi lauu broo mana aja ente sahabat,['hahaha udah sensi [Negative (4.0)] lauu broo mana aja [Positive (1.0)] ente sahabat [Negative (4.0)]'],-4.0,Negative,hahaha udah sensi lauu broo mana aja ente sahabat
