classified_text,tweet_text,sentence_score,nilai_sentiment,sentiment_label,text_clean
akhlak [Positive (4.0)] adab [Positive (4.0)] guna [Positive (1.0)] sekolah [Positive (4.0)] sekolah [Positive (4.0)] ngejar nilai [Positive (5.0)] akademik, akhlak adab guna sekolah sekolah ngejar nilai akademik,['akhlak [Positive (4.0)] adab [Positive (4.0)] guna [Positive (1.0)] sekolah [Positive (4.0)] sekolah [Positive (4.0)] ngejar nilai [Positive (5.0)] akademik'],5.0,Positive,akhlak adab guna sekolah sekolah ngejar nilai akademik
kejar [Negative (3.0)] laku tindak cikal mario dandy reset otak [Negative (3.0)] perilaku [Positive (2.0)], kejar laku tindak cikal mario dandy reset otak perilaku,['kejar [Negative (3.0)] laku tindak cikal mario dandy reset otak [Negative (3.0)] perilaku [Positive (2.0)]'],-3.0,Negative,kejar laku tindak cikal mario dandy reset otak perilaku
ngene ki kelakuane sopo, ngene ki kelakuane sopo,['ngene ki kelakuane sopo'],0.0,Neutral,ngene ki kelakuane sopo
pliiss admin admin tunggu [Negative (2.0)] video tangkap [Negative (3.0)] admin pliss admin, pliiss admin admin tunggu video tangkap admin pliss admin,['pliiss admin admin tunggu [Negative (2.0)] video tangkap [Negative (3.0)] admin pliss admin'],-3.0,Negative,pliiss admin admin tunggu video tangkap admin pliss admin
spil nama instagram nya, spil nama instagram nya,['spil nama instagram nya'],0.0,Neutral,spil nama instagram nya
lekas [Negative (3.0)] sembuh [Positive (4.0)] akal sehat [Negative (1.0)], lekas sembuh akal sehat,['lekas [Negative (3.0)] sembuh [Positive (4.0)] akal sehat [Negative (1.0)]'],4.0,Positive,lekas sembuh akal sehat
lawan [Negative (4.0)] menang [Negative (6.0)] kalah [Negative (5.0)] urus, lawan menang kalah urus,['lawan [Negative (4.0)] menang [Negative (6.0)] kalah [Negative (5.0)] urus'],-5.0,Negative,lawan menang kalah urus
anak [Negative (3.0)] ajarin taekwondo silat biar [Negative (3.0)] nggak [Positive (1.0)] takut [Negative (4.0)] nggak [Positive (1.0)] bully [Negative (5.0)] ya [Positive (4.0)] jaga [Negative (3.0)] bagus [Negative (5.0)], anak ajarin taekwondo silat biar nggak takut nggak bully ya jaga bagus,['anak [Negative (3.0)] ajarin taekwondo silat biar [Negative (3.0)] nggak [Positive (1.0)] takut [Negative (4.0)] nggak [Positive (1.0)] bully [Negative (5.0)] ya [Positive (4.0)] jaga [Negative (3.0)] bagus [Negative (5.0)]'],-5.0,Negative,anak ajarin taekwondo silat biar nggak takut nggak bully ya jaga bagus
ajar [Negative (3.0)] agama [Negative (4.0)] nggak [Positive (1.0)] didik [Negative (3.0)] orang tua [Negative (4.0)] nya ngkale ya [Positive (4.0)] laku sih miris [Negative (4.0)], ajar agama nggak didik orang tua nya ngkale ya laku sih miris,['ajar [Negative (3.0)] agama [Negative (4.0)] nggak [Positive (1.0)] didik [Negative (3.0)] orang tua [Negative (4.0)] nya ngkale ya [Positive (4.0)] laku sih miris [Negative (4.0)]'],0.0,Neutral,ajar agama nggak didik orang tua nya ngkale ya laku sih miris
hadeh [Negative (4.0)] guru [Positive (3.0)] kep sek nya nggak [Positive (1.0)] awas [Negative (3.0)] ospek aneh [Negative (4.0)] aneh [Negative (5.0)] gin nggak [Positive (1.0)] didik [Negative (3.0)], hadeh guru kep sek nya nggak awas ospek aneh aneh gin nggak didik,['hadeh [Negative (4.0)] guru [Positive (3.0)] kep sek nya nggak [Positive (1.0)] awas [Negative (3.0)] ospek aneh [Negative (4.0)] aneh [Negative (5.0)] gin nggak [Positive (1.0)] didik [Negative (3.0)]'],-3.0,Negative,hadeh guru kep sek nya nggak awas ospek aneh aneh gin nggak didik
mending [Negative (3.0)] mati [Negative (7.0)] cium [Negative (4.0)] kaki orang najis [Negative (4.0)], mending mati cium kaki orang najis,['mending [Negative (3.0)] mati [Negative (7.0)] cium [Negative (4.0)] kaki orang najis [Negative (4.0)]'],-4.0,Negative,mending mati cium kaki orang najis
duit emak dek dek kasi [Negative (3.0)] emak noh ngutang warung makan [Negative (1.0)], duit emak dek dek kasi emak noh ngutang warung makan,['duit emak dek dek kasi [Negative (3.0)] emak noh ngutang warung makan [Negative (1.0)]'],0.0,Neutral,duit emak dek dek kasi emak noh ngutang warung makan
sombong [Negative (4.0)] kali dunia [Negative (3.0)] isi [Negative (6.0)] milik [Positive (1.0)] allah [Positive (6.0)], sombong kali dunia isi milik allah,['sombong [Negative (4.0)] kali dunia [Negative (3.0)] isi [Negative (6.0)] milik [Positive (1.0)] allah [Positive (6.0)]'],0.0,Neutral,sombong kali dunia isi milik allah
berani bocah lawan [Negative (4.0)] noh si mario dandy satriyo berani, berani bocah lawan noh si mario dandy satriyo berani,['berani bocah lawan [Negative (4.0)] noh si mario dandy satriyo berani'],-4.0,Negative,berani bocah lawan noh si mario dandy satriyo berani
smp kau deck deck, smp kau deck deck,['smp kau deck deck'],0.0,Neutral,smp kau deck deck
gaya ya [Positive (4.0)] nendang anak [Negative (3.0)] orang kl udah model [Positive (3.0)] si mario dandy nanges dek tau [Negative (4.0)] nyombongin, gaya ya nendang anak orang kl udah model si mario dandy nanges dek tau nyombongin,['gaya ya [Positive (4.0)] nendang anak [Negative (3.0)] orang kl udah model [Positive (3.0)] si mario dandy nanges dek tau [Negative (4.0)] nyombongin'],-4.0,Negative,gaya ya nendang anak orang kl udah model si mario dandy nanges dek tau nyombongin
sujud ngapain ngikutin [Negative (2.0)] antem [Negative (5.0)] aja [Positive (1.0)] gapapa serius [Negative (5.0)] biar [Negative (4.0)] harga [Positive (3.0)] enak [Negative (4.0)] aja [Positive (1.0)] main [Negative (2.0)] nyuruh [Negative (4.0)] sujud presiden russia gitu presiden russia alias vladimir putin gapapa elu [Negative (2.0)] orang suruh [Negative (2.0)] sujud like wtf siapaa, sujud ngapain ngikutin antem aja gapapa serius biar harga enak aja main nyuruh sujud presiden russia gitu presiden russia alias vladimir putin gapapa elu orang suruh sujud like wtf siapaa,['sujud ngapain ngikutin [Negative (2.0)] antem [Negative (5.0)] aja [Positive (1.0)] gapapa serius [Negative (5.0)] biar [Negative (4.0)] harga [Positive (3.0)] enak [Negative (4.0)] aja [Positive (1.0)] main [Negative (2.0)] nyuruh [Negative (4.0)] sujud presiden russia gitu presiden russia alias vladimir putin gapapa elu [Negative (2.0)] orang suruh [Negative (2.0)] sujud like wtf siapaa'],-2.0,Negative,sujud ngapain ngikutin antem aja gapapa serius biar harga enak aja main nyuruh sujud presiden russia gitu presiden russia alias vladimir putin gapapa elu orang suruh sujud like wtf siapaa
kenetizen tb bb kg normal [Positive (1.0)] gasih takut [Negative (4.0)] obesitas, kenetizen tb bb kg normal gasih takut obesitas,['kenetizen tb bb kg normal [Positive (1.0)] gasih takut [Negative (4.0)] obesitas'],-4.0,Negative,kenetizen tb bb kg normal gasih takut obesitas
simpel [Positive (3.0)] mental patungan, simpel mental patungan,['simpel [Positive (3.0)] mental patungan'],3.0,Positive,simpel mental patungan
muka tuh aja [Positive (1.0)], muka tuh aja,['muka tuh aja [Positive (1.0)]'],0.0,Neutral,muka tuh aja
dtagkap nagis jgan damai masukin sel biar [Negative (3.0)] kapok [Negative (4.0)], dtagkap nagis jgan damai masukin sel biar kapok,['dtagkap nagis jgan damai masukin sel biar [Negative (3.0)] kapok [Negative (4.0)]'],-4.0,Negative,dtagkap nagis jgan damai masukin sel biar kapok
tangkap [Negative (3.0)] ajar [Negative (4.0)], tangkap ajar,['tangkap [Negative (3.0)] ajar [Negative (4.0)]'],-4.0,Negative,tangkap ajar
norak, norak,['norak'],0.0,Neutral,norak
otak [Negative (3.0)] nya, otak nya,['otak [Negative (3.0)] nya'],-3.0,Negative,otak nya
ad efek [Positive (3.0)] jera [Negative (3.0)] abg [Negative (2.0)] labil [Negative (5.0)] bgni ortunya panggil [Negative (1.0)] mnta maaf [Negative (3.0)] jera [Negative (4.0)] ulang dmn, ad efek jera abg labil bgni ortunya panggil mnta maaf jera ulang dmn,['ad efek [Positive (3.0)] jera [Negative (3.0)] abg [Negative (2.0)] labil [Negative (5.0)] bgni ortunya panggil [Negative (1.0)] mnta maaf [Negative (3.0)] jera [Negative (4.0)] ulang dmn'],-4.0,Negative,ad efek jera abg labil bgni ortunya panggil mnta maaf jera ulang dmn
segitu [Negative (3.0)] nurut monitor mas, segitu nurut monitor mas,['segitu [Negative (3.0)] nurut monitor mas'],-3.0,Negative,segitu nurut monitor mas
generasi [Negative (3.0)] mental anjing [Negative (5.0)], generasi mental anjing,['generasi [Negative (3.0)] mental anjing [Negative (5.0)]'],-5.0,Negative,generasi mental anjing
nurun adik kelas [Negative (3.0)] cium [Negative (4.0)] kaki monyet [Negative (5.0)] monyet [Negative (6.0)], nurun adik kelas cium kaki monyet monyet,['nurun adik kelas [Negative (3.0)] cium [Negative (4.0)] kaki monyet [Negative (5.0)] monyet [Negative (6.0)]'],-5.0,Negative,nurun adik kelas cium kaki monyet monyet
generasi [Negative (3.0)] tua [Negative (5.0)] parah [Negative (6.0)] si anjir [Negative (5.0)] ngadain tawur udah aneh [Negative (5.0)] banget [Positive (1.0)] si kaya [Negative (2.0)] cowo cowo hobi bikin drama [Negative (4.0)] drama [Negative (5.0)] keras, generasi tua parah si anjir ngadain tawur udah aneh banget si kaya cowo cowo hobi bikin drama drama keras,['generasi [Negative (3.0)] tua [Negative (5.0)] parah [Negative (6.0)] si anjir [Negative (5.0)] ngadain tawur udah aneh [Negative (5.0)] banget [Positive (1.0)] si kaya [Negative (2.0)] cowo cowo hobi bikin drama [Negative (4.0)] drama [Negative (5.0)] keras'],-5.0,Negative,generasi tua parah si anjir ngadain tawur udah aneh banget si kaya cowo cowo hobi bikin drama drama keras
manusia [Positive (3.0)] manusia [Positive (4.0)] model [Positive (4.0)] kaya [Negative (2.0)] gin gin pantes [Negative (3.0)] asdfghjklzxcvbnmqwerty, manusia manusia model kaya gin gin pantes asdfghjklzxcvbnmqwerty,['manusia [Positive (3.0)] manusia [Positive (4.0)] model [Positive (4.0)] kaya [Negative (2.0)] gin gin pantes [Negative (3.0)] asdfghjklzxcvbnmqwerty'],4.0,Positive,manusia manusia model kaya gin gin pantes asdfghjklzxcvbnmqwerty
gituin patakah anak [Negative (3.0)] jari [Negative (5.0)] kaki, gituin patakah anak jari kaki,['gituin patakah anak [Negative (3.0)] jari [Negative (5.0)] kaki'],-5.0,Negative,gituin patakah anak jari kaki
smp aja [Positive (1.0)] kayak [Negative (3.0)] gitu entar sekolah [Positive (3.0)] lanjut [Negative (5.0)] senior [Negative (4.0)] sma kuliah [Negative (2.0)] dinas, smp aja kayak gitu entar sekolah lanjut senior sma kuliah dinas,['smp aja [Positive (1.0)] kayak [Negative (3.0)] gitu entar sekolah [Positive (3.0)] lanjut [Negative (5.0)] senior [Negative (4.0)] sma kuliah [Negative (2.0)] dinas'],3.0,Positive,smp aja kayak gitu entar sekolah lanjut senior sma kuliah dinas
info [Negative (3.0)] nahan [Negative (4.0)] nafsu makan [Negative (1.0)] semenjak rumah [Positive (3.0)] percaya [Positive (2.0)] diri [Positive (4)] bentuk [Positive (5.0)] badan [Negative (3.0)] bilang gendut [Negative (3.0)] suami sara [Negative (3.0)] nurunin bb, info nahan nafsu makan semenjak rumah percaya diri bentuk badan bilang gendut suami sara nurunin bb,['info [Negative (3.0)] nahan [Negative (4.0)] nafsu makan [Negative (1.0)] semenjak rumah [Positive (3.0)] percaya [Positive (2.0)] diri [Positive (4)] bentuk [Positive (5.0)] badan [Negative (3.0)] bilang gendut [Negative (3.0)] suami sara [Negative (3.0)] nurunin bb'],5.0,Positive,info nahan nafsu makan semenjak rumah percaya diri bentuk badan bilang gendut suami sara nurunin bb
otak [Negative (3.0)] dipake apasih [Negative (4.0)], otak dipake apasih,['otak [Negative (3.0)] dipake apasih [Negative (4.0)]'],-4.0,Negative,otak dipake apasih
innalillahi wainnailaihi roji un zaman orang hati [Negative (2.0)] nurani manusia [Positive (3.0)] tpi laku bkan manusia [Positive (3.0)] naudhubillah tsuma naudzubillah [Negative (5.0)], innalillahi wainnailaihi roji un zaman orang hati nurani manusia tpi laku bkan manusia naudhubillah tsuma naudzubillah,['innalillahi wainnailaihi roji un zaman orang hati [Negative (2.0)] nurani manusia [Positive (3.0)] tpi laku bkan manusia [Positive (3.0)] naudhubillah tsuma naudzubillah [Negative (5.0)]'],-5.0,Negative,innalillahi wainnailaihi roji un zaman orang hati nurani manusia tpi laku bkan manusia naudhubillah tsuma naudzubillah
ciduk nunduk nangess mohon [Negative (2.0)] maaf [Negative (4.0)] heleh, ciduk nunduk nangess mohon maaf heleh,['ciduk nunduk nangess mohon [Negative (2.0)] maaf [Negative (4.0)] heleh'],-4.0,Negative,ciduk nunduk nangess mohon maaf heleh
kayak [Negative (3.0)] gin guru [Positive (3.0)] marahin [Negative (4.0)] ortunya dipenjarain, kayak gin guru marahin ortunya dipenjarain,['kayak [Negative (3.0)] gin guru [Positive (3.0)] marahin [Negative (4.0)] ortunya dipenjarain'],-4.0,Negative,kayak gin guru marahin ortunya dipenjarain
ayoolaahh lawan [Negative (4.0)], ayoolaahh lawan,['ayoolaahh lawan [Negative (4.0)]'],-4.0,Negative,ayoolaahh lawan
nendang anjiingg bangsatt, nendang anjiingg bangsatt,['nendang anjiingg bangsatt'],0.0,Neutral,nendang anjiingg bangsatt
kampung, kampung,['kampung'],0.0,Neutral,kampung
astaghfirullah [Negative (3.0)], astaghfirullah,['astaghfirullah [Negative (3.0)]'],-3.0,Negative,astaghfirullah
norak, norak,['norak'],0.0,Neutral,norak
udah gila [Negative (5.0)], udah gila,['udah gila [Negative (5.0)]'],-5.0,Negative,udah gila
cianjur kang, cianjur kang,['cianjur kang'],0.0,Neutral,cianjur kang
kampung, kampung,['kampung'],0.0,Neutral,kampung
dih, dih,['dih'],0.0,Neutral,dih
astaugfirullah, astaugfirullah,['astaugfirullah'],0.0,Neutral,astaugfirullah
tolong [Negative (2.0)] spill smp cianjurnya mana, tolong spill smp cianjurnya mana,['tolong [Negative (2.0)] spill smp cianjurnya mana'],-2.0,Negative,tolong spill smp cianjurnya mana
otak [Negative (3.0)] rasuk [Negative (4.0)] jin [Negative (4.0)] kafir [Negative (6.0)] ya [Positive (4.0)] jahat [Negative (4.0)] gitu, otak rasuk jin kafir ya jahat gitu,['otak [Negative (3.0)] rasuk [Negative (4.0)] jin [Negative (4.0)] kafir [Negative (6.0)] ya [Positive (4.0)] jahat [Negative (4.0)] gitu'],0.0,Neutral,otak rasuk jin kafir ya jahat gitu
lhuug, lhuug,['lhuug'],0.0,Neutral,lhuug
plis tindak, plis tindak,['plis tindak'],0.0,Neutral,plis tindak
jawabarat, jawabarat,['jawabarat'],0.0,Neutral,jawabarat
tunggu [Negative (2.0)] ciduk nya, tunggu ciduk nya,['tunggu [Negative (2.0)] ciduk nya'],-2.0,Negative,tunggu ciduk nya
cianjurr aduh [Negative (3.0)] darurat [Negative (5.0)] yaa, cianjurr aduh darurat yaa,['cianjurr aduh [Negative (3.0)] darurat [Negative (5.0)] yaa'],-5.0,Negative,cianjurr aduh darurat yaa
impact nadiem menteri, impact nadiem menteri,['impact nadiem menteri'],0.0,Neutral,impact nadiem menteri
wkwk barudak well, wkwk barudak well,['wkwk barudak well'],0.0,Neutral,wkwk barudak well
penjara [Negative (4.0)] aja [Positive (1.0)] laku jadi [Negative (2.0)] contoh penjara [Negative (4.0)] umur [Negative (2.0)] hidup [Positive (2.0)], penjara aja laku jadi contoh penjara umur hidup,['penjara [Negative (4.0)] aja [Positive (1.0)] laku jadi [Negative (2.0)] contoh penjara [Negative (4.0)] umur [Negative (2.0)] hidup [Positive (2.0)]'],0.0,Neutral,penjara aja laku jadi contoh penjara umur hidup
entar nangeess, entar nangeess,['entar nangeess'],0.0,Neutral,entar nangeess
liat [Negative (1.0)], liat,['liat [Negative (1.0)]'],0.0,Neutral,liat
astaqfirullah, astaqfirullah,['astaqfirullah'],0.0,Neutral,astaqfirullah
bntr edar [Positive (2.0)] video minta [Negative (3.0)] maaf [Negative (4.0)] udah gitu doang [Negative (1.0)] jadi [Negative (2.0)] kaya [Negative (2.0)] gin lanjut [Negative (5.0)], bntr edar video minta maaf udah gitu doang jadi kaya gin lanjut,['bntr edar [Positive (2.0)] video minta [Negative (3.0)] maaf [Negative (4.0)] udah gitu doang [Negative (1.0)] jadi [Negative (2.0)] kaya [Negative (2.0)] gin lanjut [Negative (5.0)]'],-5.0,Negative,bntr edar video minta maaf udah gitu doang jadi kaya gin lanjut
abang jago [Positive (3.0)], abang jago,['abang jago [Positive (3.0)]'],3.0,Positive,abang jago
wajib do sekolah [Positive (3.0)], wajib do sekolah,['wajib do sekolah [Positive (3.0)]'],3.0,Positive,wajib do sekolah
anjay [Negative (5.0)] jago [Positive (3.0)], anjay jago,['anjay [Negative (5.0)] jago [Positive (3.0)]'],-5.0,Negative,anjay jago
sharelock ngab, sharelock ngab,['sharelock ngab'],0.0,Neutral,sharelock ngab
dihh, dihh,['dihh'],0.0,Neutral,dihh
kesini generasi [Negative (3.0)] terus miris [Negative (4.0)] laku akhlak [Positive (4.0)], kesini generasi terus miris laku akhlak,['kesini generasi [Negative (3.0)] terus miris [Negative (4.0)] laku akhlak [Positive (4.0)]'],0.0,Neutral,kesini generasi terus miris laku akhlak
biasa [Negative (4.0)] jaman [Negative (2.0)] purba [Negative (4.0)] gin bawa [Negative (3.0)] sampe, biasa jaman purba gin bawa sampe,['biasa [Negative (4.0)] jaman [Negative (2.0)] purba [Negative (4.0)] gin bawa [Negative (3.0)] sampe'],-3.0,Negative,biasa jaman purba gin bawa sampe
prihatin [Negative (3.0)], prihatin,['prihatin [Negative (3.0)]'],-3.0,Negative,prihatin
anak [Negative (3.0)] jaman [Negative (2.0)] astagfirullah [Negative (5.0)] miris [Negative (5.0)] liat [Negative (1.0)] nyaa, anak jaman astagfirullah miris liat nyaa,['anak [Negative (3.0)] jaman [Negative (2.0)] astagfirullah [Negative (5.0)] miris [Negative (5.0)] liat [Negative (1.0)] nyaa'],0.0,Neutral,anak jaman astagfirullah miris liat nyaa
revolusi mental kabar [Negative (3.0)] sebentar [Negative (2.0)] selesai [Negative (5.0)] jabat [Negative (4.0)], revolusi mental kabar sebentar selesai jabat,['revolusi mental kabar [Negative (3.0)] sebentar [Negative (2.0)] selesai [Negative (5.0)] jabat [Negative (4.0)]'],-4.0,Negative,revolusi mental kabar sebentar selesai jabat
keren norak, keren norak,['keren norak'],0.0,Neutral,keren norak
setan [Negative (5.0)] mantau kerja [Positive (2.0)] nya udah ambil [Negative (5.0)] alih manusia [Positive (3.0)], setan mantau kerja nya udah ambil alih manusia,['setan [Negative (5.0)] mantau kerja [Positive (2.0)] nya udah ambil [Negative (5.0)] alih manusia [Positive (3.0)]'],-5.0,Negative,setan mantau kerja nya udah ambil alih manusia
nendang fakyu, nendang fakyu,['nendang fakyu'],0.0,Neutral,nendang fakyu
tangkap [Negative (3.0)], tangkap,['tangkap [Negative (3.0)]'],-3.0,Negative,tangkap
otw digebukin napi, otw digebukin napi,['otw digebukin napi'],0.0,Neutral,otw digebukin napi
asuu, asuu,['asuu'],0.0,Neutral,asuu
lebay [Negative (4.0)], lebay,['lebay [Negative (4.0)]'],-4.0,Negative,lebay
kayak [Negative (3.0)] gin sukses [Positive (3.0)] nggak [Positive (1.0)] si, kayak gin sukses nggak si,['kayak [Negative (3.0)] gin sukses [Positive (3.0)] nggak [Positive (1.0)] si'],-3.0,Negative,kayak gin sukses nggak si
proses [Positive (1.0)], proses,['proses [Positive (1.0)]'],0.0,Neutral,proses
udah rusak [Negative (4.0)] moral [Positive (4.0)] ajar [Negative (3.0)] kemendikbud turun [Negative (3.0)] tangan [Positive (3)], udah rusak moral ajar kemendikbud turun tangan,['udah rusak [Negative (4.0)] moral [Positive (4.0)] ajar [Negative (3.0)] kemendikbud turun [Negative (3.0)] tangan [Positive (3)]'],0.0,Neutral,udah rusak moral ajar kemendikbud turun tangan
tunggu [Negative (2.0)] video klarifikasi, tunggu video klarifikasi,['tunggu [Negative (2.0)] video klarifikasi'],-2.0,Negative,tunggu video klarifikasi
kirim [Positive (2.0)] papua si derajat [Positive (5.0)] cocok [Negative (3.0)] perang [Negative (4.0)] garda [Positive (3.0)] depan, kirim papua si derajat cocok perang garda depan,['kirim [Positive (2.0)] papua si derajat [Positive (5.0)] cocok [Negative (3.0)] perang [Negative (4.0)] garda [Positive (3.0)] depan'],-4.0,Negative,kirim papua si derajat cocok perang garda depan
sok keras maaf [Negative (3.0)] video, sok keras maaf video,['sok keras maaf [Negative (3.0)] video'],-3.0,Negative,sok keras maaf video
didik [Negative (3.0)] sekolah [Positive (3.0)] kayak [Negative (3.0)] salah [Negative (5.0)] deh, didik sekolah kayak salah deh,['didik [Negative (3.0)] sekolah [Positive (3.0)] kayak [Negative (3.0)] salah [Negative (5.0)] deh'],-5.0,Negative,didik sekolah kayak salah deh
sipaling gila [Negative (5.0)] hormatt, sipaling gila hormatt,['sipaling gila [Negative (5.0)] hormatt'],-5.0,Negative,sipaling gila hormatt
gimana sih aja [Positive (1.0)] anak [Negative (3.0)] miris [Negative (6.0)] banget [Positive (1.0)] bener [Negative (2.0)] krisis [Negative (5.0)] moral [Positive (4.0)] selesai [Negative (4.0)] perintah adain sekolah [Positive (3.0)] tata [Negative (2.0)] krama gimana gitu ayo [Positive (4.0)] bangsa loh ini, gimana sih aja anak miris banget bener krisis moral selesai perintah adain sekolah tata krama gimana gitu ayo bangsa loh ini,['gimana sih aja [Positive (1.0)] anak [Negative (3.0)] miris [Negative (6.0)] banget [Positive (1.0)] bener [Negative (2.0)] krisis [Negative (5.0)] moral [Positive (4.0)] selesai [Negative (4.0)] perintah adain sekolah [Positive (3.0)] tata [Negative (2.0)] krama gimana gitu ayo [Positive (4.0)] bangsa loh ini'],4.0,Positive,gimana sih aja anak miris banget bener krisis moral selesai perintah adain sekolah tata krama gimana gitu ayo bangsa loh ini
anak [Negative (3.0)] skr suka [Negative (1.0)] membuly suka [Negative (1.0)] siksa [Negative (6.0)] segan sakit [Negative (5.0)], anak skr suka membuly suka siksa segan sakit,['anak [Negative (3.0)] skr suka [Negative (1.0)] membuly suka [Negative (1.0)] siksa [Negative (6.0)] segan sakit [Negative (5.0)]'],-5.0,Negative,anak skr suka membuly suka siksa segan sakit
lawan [Negative (4.0)] goblok [Negative (6.0)], lawan goblok,['lawan [Negative (4.0)] goblok [Negative (6.0)]'],-5.0,Negative,lawan goblok
kak seto hilang [Negative (4.0)] ne ayo [Positive (4.0)] perintah ayo [Positive (4.0)] tangkap [Negative (3.0)] laku, kak seto hilang ne ayo perintah ayo tangkap laku,['kak seto hilang [Negative (4.0)] ne ayo [Positive (4.0)] perintah ayo [Positive (4.0)] tangkap [Negative (3.0)] laku'],4.0,Positive,kak seto hilang ne ayo perintah ayo tangkap laku
ajar [Negative (3.0)] lawan [Negative (5.0)] cil, ajar lawan cil,['ajar [Negative (3.0)] lawan [Negative (5.0)] cil'],-5.0,Negative,ajar lawan cil
moga [Positive (1.0)] tangkap [Negative (3.0)] orang nya aammiinn, moga tangkap orang nya aammiinn,['moga [Positive (1.0)] tangkap [Negative (3.0)] orang nya aammiinn'],-3.0,Negative,moga tangkap orang nya aammiinn
anak [Negative (3.0)] haram mah, anak haram mah,['anak [Negative (3.0)] haram mah'],-3.0,Negative,anak haram mah
yeehh si anak [Negative (3.0)] bagong, yeehh si anak bagong,['yeehh si anak [Negative (3.0)] bagong'],-3.0,Negative,yeehh si anak bagong
iket aj tuh bocah, iket aj tuh bocah,['iket aj tuh bocah'],0.0,Neutral,iket aj tuh bocah
lawan [Negative (4.0)] udah jajah [Negative (5.0)] zaman belanda, lawan udah jajah zaman belanda,['lawan [Negative (4.0)] udah jajah [Negative (5.0)] zaman belanda'],-5.0,Negative,lawan udah jajah zaman belanda
lihat [Positive (3.0)] nya bikin kesel [Negative (5.0)] orang tua [Negative (4.0)] gagal [Negative (5.0)] mengelol didik [Negative (3.0)] bela moralitas pengaruh [Negative (2.0)] korban [Negative (5.0)] cenderung [Negative (2.0)] kriminal, lihat nya bikin kesel orang tua gagal mengelol didik bela moralitas pengaruh korban cenderung kriminal,['lihat [Positive (3.0)] nya bikin kesel [Negative (5.0)] orang tua [Negative (4.0)] gagal [Negative (5.0)] mengelol didik [Negative (3.0)] bela moralitas pengaruh [Negative (2.0)] korban [Negative (5.0)] cenderung [Negative (2.0)] kriminal'],3.0,Positive,lihat nya bikin kesel orang tua gagal mengelol didik bela moralitas pengaruh korban cenderung kriminal
gausah [Negative (4.0)] sok jago [Negative (3.0)] pade smp dek dek laku aja [Positive (1.0)] udah kya gitu suka [Negative (1.0)], gausah sok jago pade smp dek dek laku aja udah kya gitu suka,['gausah [Negative (4.0)] sok jago [Negative (3.0)] pade smp dek dek laku aja [Positive (1.0)] udah kya gitu suka [Negative (1.0)]'],0.0,Neutral,gausah sok jago pade smp dek dek laku aja udah kya gitu suka
langsung [Positive (3.0)] menteri aja [Positive (1.0)] marak bully [Negative (5.0)] lingkung sekolah [Positive (3.0)] universitas dll solusi [Positive (3.0)], langsung menteri aja marak bully lingkung sekolah universitas dll solusi,['langsung [Positive (3.0)] menteri aja [Positive (1.0)] marak bully [Negative (5.0)] lingkung sekolah [Positive (3.0)] universitas dll solusi [Positive (3.0)]'],-5.0,Negative,langsung menteri aja marak bully lingkung sekolah universitas dll solusi
mental kerupuk rame [Negative (2.0)], mental kerupuk rame,['mental kerupuk rame [Negative (2.0)]'],-2.0,Negative,mental kerupuk rame
udah jago [Positive (3.0)] aja [Positive (1.0)] ajakin duel [Negative (4.0)] takut [Negative (5.0)], udah jago aja ajakin duel takut,['udah jago [Positive (3.0)] aja [Positive (1.0)] ajakin duel [Negative (4.0)] takut [Negative (5.0)]'],-5.0,Negative,udah jago aja ajakin duel takut
bsok gempa [Positive (4.0)] bumi tsunami, bsok gempa bumi tsunami,['bsok gempa [Positive (4.0)] bumi tsunami'],4.0,Positive,bsok gempa bumi tsunami
anak [Negative (3.0)] banyak [Negative (4.0)] jahat [Negative (5.0)] belas [Negative (4.0)] kasih [Negative (1.0)] sayang [Negative (4.0)] sama [Positive (3.0)] ya [Positive (5.0)] allah [Positive (6.0)], anak banyak jahat belas kasih sayang sama ya allah,['anak [Negative (3.0)] banyak [Negative (4.0)] jahat [Negative (5.0)] belas [Negative (4.0)] kasih [Negative (1.0)] sayang [Negative (4.0)] sama [Positive (3.0)] ya [Positive (5.0)] allah [Positive (6.0)]'],5.0,Positive,anak banyak jahat belas kasih sayang sama ya allah
miris [Negative (4.0)] lihat [Positive (3.0)] nya, miris lihat nya,['miris [Negative (4.0)] lihat [Positive (3.0)] nya'],-4.0,Negative,miris lihat nya
cikal bajing [Negative (5.0)] dpn, cikal bajing dpn,['cikal bajing [Negative (5.0)] dpn'],-5.0,Negative,cikal bajing dpn
ciduk kedeung deui careurik, ciduk kedeung deui careurik,['ciduk kedeung deui careurik'],0.0,Neutral,ciduk kedeung deui careurik
efek [Positive (3.0)] hp, efek hp,['efek [Positive (3.0)] hp'],3.0,Positive,efek hp
turun [Negative (3.0)] dajjal kayak [Negative (3.0)], turun dajjal kayak,['turun [Negative (3.0)] dajjal kayak [Negative (3.0)]'],-3.0,Negative,turun dajjal kayak
gagah [Negative (1.0)], gagah,['gagah [Negative (1.0)]'],0.0,Neutral,gagah
kaya [Negative (2.0)] bahar, kaya bahar,['kaya [Negative (2.0)] bahar'],-2.0,Negative,kaya bahar
